CustomerID,Name,Email,Location,Satisfaction_Score,Feedback,Date
1397,  Alice Johnson  ,john@example.com,toronto,3,,2023-05-23
1276,Bob Lee,bob.lee@gmail.com,Toronto,4,,2023-02-10
1815,,,toronto,,,2023-09-15
1915,,alice@sample.net,Montreal,3,,2023-10-12
1503,,alice@sample.net,MONTREAL,4,Great service,2023-04-15
1895,,sarah@domain.com,Montreal,2,,2023-07-21
1391,Alice Johnson,sarah@domain.com,MONTREAL,,Okay,2023-11-03
1134,Alice Johnson,alice@sample.net,MONTREAL,2,,2023-11-27
1194,Bob Lee,sarah@domain.com,Vancouver,5,,2023-09-23
1400,John Smith,bob.lee@gmail.com,toronto,,Okay,2023-07-29
1639,,alice@sample.net,Toronto,4,,2023-02-20
1032,  Alice Johnson  ,sarah@domain.com,Toronto,5,Okay,2023-04-28
1687,John Smith,alice@sample.net,,1,Bad experience,2023-07-20
1459,  Alice Johnson  ,,MONTREAL,4,Great service,2023-02-08
1954,John Smith,john@example.com,Toronto,3,Great service,2023-01-28
1882,Bob Lee,alice@sample.net,Vancouver,1,,2023-09-16
1469,,john@example.com,MONTREAL,1,Great service,2023-03-25
1374,,sarah@domain.com,Vancouver,3,,2023-06-04
1021,Sarah Khan,john@example.com,Toronto,,,2023-04-27
1749,  Alice Johnson  ,alice@sample.net,Toronto,1,,2023-01-02
1669,John Smith,,,4,Great service,2023-04-03
1037,John Smith,sarah@domain.com,Toronto,5,,2023-06-15
1229,Alice Johnson,alice@sample.net,MONTREAL,1,Great service,2023-12-16
1364,Sarah Khan,sarah@domain.com,MONTREAL,4,,2023-10-23
1562,Alice Johnson,bob.lee@gmail.com,MONTREAL,2,,2023-09-15
1437,Alice Johnson,john@example.com,,4,,2023-03-22
1775,Alice Johnson,bob.lee@gmail.com,,5,Okay,2023-09-25
1282,  Alice Johnson  ,alice@sample.net,Toronto,4,,2023-08-23
1026,  Alice Johnson  ,,Montreal,3,Bad experience,2023-11-17
1225,Bob Lee,sarah@domain.com,Montreal,5,,2023-11-07
1276,Bob Lee,john@example.com,,,Okay,2023-10-28
1797,Alice Johnson,sarah@domain.com,Toronto,2,Okay,2023-12-23
1608,Sarah Khan,alice@sample.net,Montreal,3,Great service,2023-08-01
1283,John Smith,sarah@domain.com,Toronto,,,2023-03-03
1878,  Alice Johnson  ,john@example.com,Toronto,4,,2023-02-18
1959,Sarah Khan,alice@sample.net,Toronto,5,Great service,2023-05-07
1480,,sarah@domain.com,toronto,2,,2023-08-11
1452,  Alice Johnson  ,,MONTREAL,3,,2023-10-06
1828,  Alice Johnson  ,alice@sample.net,Toronto,,Bad experience,2023-10-21
1815,Bob Lee,alice@sample.net,toronto,,,2023-10-11
1658,John Smith,,,2,Okay,2023-10-04
1515,John Smith,bob.lee@gmail.com,Montreal,4,Okay,2023-04-17
1546,,john@example.com,MONTREAL,2,Bad experience,2023-05-26
1191,,bob.lee@gmail.com,Montreal,,Great service,2023-04-09
1048,  Alice Johnson  ,sarah@domain.com,MONTREAL,1,,2023-03-14
1511,Alice Johnson,,Montreal,3,,2023-05-02
1016,Bob Lee,bob.lee@gmail.com,MONTREAL,2,Okay,2023-01-30
1171,Bob Lee,alice@sample.net,Montreal,,Great service,2023-07-07
1219,  Alice Johnson  ,sarah@domain.com,Montreal,4,Bad experience,2023-12-30
1157,Sarah Khan,sarah@domain.com,Montreal,,Okay,2023-12-20
1476,Alice Johnson,bob.lee@gmail.com,Montreal,4,Bad experience,2023-10-15
1045,  Alice Johnson  ,bob.lee@gmail.com,,2,,2023-07-14
1372,Alice Johnson,,Toronto,4,,2023-06-05
1517,Alice Johnson,john@example.com,Vancouver,5,Okay,2023-06-21
1098,Alice Johnson,bob.lee@gmail.com,toronto,5,Okay,2023-12-01
1891,  Alice Johnson  ,bob.lee@gmail.com,Vancouver,5,,2023-02-10
1744,Bob Lee,alice@sample.net,Vancouver,1,Great service,2023-03-04
1036,Bob Lee,sarah@domain.com,MONTREAL,2,,2023-01-23
1279,Alice Johnson,john@example.com,Toronto,,Okay,2023-12-26
1348,Sarah Khan,alice@sample.net,MONTREAL,,,2023-03-16
1496,John Smith,,Toronto,1,Okay,2023-02-17
1301,  Alice Johnson  ,,Toronto,4,,2023-06-09
1180,John Smith,bob.lee@gmail.com,Montreal,1,Bad experience,2023-11-09
1606,Sarah Khan,bob.lee@gmail.com,,4,Okay,2023-04-28
1098,  Alice Johnson  ,,Montreal,4,,2023-04-10
1699,Alice Johnson,bob.lee@gmail.com,,3,Great service,2023-06-16
1992,Bob Lee,john@example.com,MONTREAL,,Bad experience,2023-10-17
1115,John Smith,bob.lee@gmail.com,,5,Bad experience,2023-06-05
1190,,sarah@domain.com,MONTREAL,4,Great service,2023-01-07
1252,,bob.lee@gmail.com,Vancouver,3,,2023-07-15
1980,Sarah Khan,alice@sample.net,Vancouver,,,2023-02-25
1927,Alice Johnson,john@example.com,,5,Great service,2023-11-17
1982,John Smith,alice@sample.net,,4,,2023-07-12
1160,Alice Johnson,alice@sample.net,MONTREAL,4,Great service,2023-02-16
1255,John Smith,sarah@domain.com,Montreal,1,Great service,2023-05-28
1322,Sarah Khan,john@example.com,MONTREAL,1,Okay,2023-10-02
1127,Sarah Khan,john@example.com,Montreal,,,2023-06-06
1017,,john@example.com,Vancouver,5,,2023-07-21
1792,Alice Johnson,john@example.com,Toronto,4,Okay,2023-05-06
1734,  Alice Johnson  ,john@example.com,,,Great service,2023-11-01
1565,,sarah@domain.com,Montreal,,Great service,2023-10-21
1569,Alice Johnson,bob.lee@gmail.com,MONTREAL,2,Great service,2023-03-05
1438,Alice Johnson,bob.lee@gmail.com,Toronto,3,Great service,2023-02-07
1710,John Smith,alice@sample.net,toronto,2,Okay,2023-08-25
1189,Alice Johnson,bob.lee@gmail.com,MONTREAL,4,,2023-03-20
1315,Alice Johnson,,Montreal,5,Okay,2023-06-27
1301,  Alice Johnson  ,,Toronto,4,,2023-06-09
1115,John Smith,bob.lee@gmail.com,,5,Bad experience,2023-06-05
1293,Bob Lee,john@example.com,Toronto,3,Great service,2023-12-14
1160,Bob Lee,alice@sample.net,MONTREAL,5,Great service,2023-02-28
1455,  Alice Johnson  ,,toronto,5,Great service,2023-05-22
1001,  Alice Johnson  ,john@example.com,Vancouver,4,Great service,2023-10-10
1200,Alice Johnson,,,,Okay,2023-03-28
1871,Bob Lee,bob.lee@gmail.com,toronto,5,Great service,2023-10-16
1878,,bob.lee@gmail.com,MONTREAL,,Bad experience,2023-02-28
1600,,sarah@domain.com,toronto,,,2023-03-30
1202,Sarah Khan,bob.lee@gmail.com,,5,,2023-10-03
1857,John Smith,alice@sample.net,toronto,2,,2023-01-21
1469,,john@example.com,MONTREAL,1,Great service,2023-03-25
1996,Bob Lee,john@example.com,Montreal,4,,2023-10-28
1498,Sarah Khan,alice@sample.net,MONTREAL,4,,2023-05-11
1418,Alice Johnson,,Montreal,2,Great service,2023-06-05
1402,Bob Lee,alice@sample.net,,4,Bad experience,2023-06-23
1836,Sarah Khan,bob.lee@gmail.com,Montreal,5,,2023-09-17
1279,,sarah@domain.com,MONTREAL,4,Okay,2023-01-28
1255,John Smith,sarah@domain.com,Montreal,1,Great service,2023-05-28
1387,Sarah Khan,john@example.com,,2,Okay,2023-10-06
